country,rnd_1_year_growth_%,capex_1_year_growth_%,capex_eur_million,capex_int_%,company,employees,employees_1_year_growth_%,eu_rank,industrial_sector,profitability_%,profits_1_year_growth_%,profits_losses_eur_million,rnd_eur_million,rnd_intensity_%,sales_1_year_growth_%,sales_eur_million,year
germany,-5.58,,,0.0,neumayer tekfor verwaltungs,3589.0,30.6,822,real estate investment & services,1.91,1623.34,9.6,8.75,1.74,37.47,501.39,2012
belgium,-27.91,947.9,1.75,4.28,option,155.0,-15.3,823,technology hardware & equipment,8.82,-200.7,3.6,8.73,21.37,-18.17,40.84,2012
france,15.01,,,0.0,ab science,88.0,15.79,824,pharmaceuticals & biotechnology,-791.94,9.21,-10.61,8.73,651.12,21.38,1.34,2012
germany,15.92,-14.43,9.23,8.25,first sensor,756.0,4.28,825,electronic & electrical equipment,3.21,118.28,3.6,8.69,7.77,71.73,111.94,2012
austria,13.64,,,0.0,s&t,1520.0,-11.37,826,technology hardware & equipment,3.17,10.81,10.75,8.65,2.55,121.55,339.5,2012
germany,12.52,23.99,30.9,8.63,progress werk oberkirch,2916.0,9.46,827,automobiles & parts,5.98,17.77,21.43,8.65,2.41,8.15,358.07,2012
luxembourg,-13.13,,,0.0,espirito santo financial,12036.0,-19.16,828,banks,15.08,131.18,482.7,8.63,0.27,11.77,3201.1,2012
germany,-1.82,,13.21,1.54,hymer,2780.0,5.5,829,automobiles & parts,3.91,2.73,33.58,8.62,1.0,8.41,859.17,2012
uk,134.01,,,0.0,mexichem,222.0,3.26,830,chemicals,10.02,-51.24,17.48,8.58,4.92,35.4,174.41,2012
italy,4.65,,18.84,4.37,il sole 24 ore,1855.0,-5.65,831,media,-14.77,551.71,-63.65,8.55,1.98,-7.87,430.86,2012
germany,60.03,-25.19,0.29,0.69,beta systems software,264.0,-12.87,832,software & computer services,3.43,-122.32,1.43,8.53,20.53,64.9,41.57,2012
germany,3.58,45.71,168.78,1.22,aurubis,6372.0,1.48,833,industrial metals & mining,4.25,28.57,585.52,8.51,0.06,3.4,13789.25,2012
austria,-22.48,-8.24,16.05,3.33,polytec,3563.0,-23.59,834,automobiles & parts,5.73,-36.19,27.6,8.51,1.77,-26.73,481.62,2012
luxembourg,25.0,38.89,5.89,3.12,exceet group,966.0,7.57,835,electronic & electrical equipment,3.93,-53.87,7.43,8.5,4.5,10.72,188.75,2012
france,-5.12,-13.43,4.8,2.14,lafuma,1559.0,-4.71,836,personal goods,-3.29,-164.58,-7.38,8.48,3.78,0.19,224.54,2012
uk,2.87,-19.63,0.83,9.12,oxford catalysts,79.0,0.0,837,chemicals,-143.28,1.03,-13.08,8.48,92.87,61.63,9.13,2012
uk,-7.8,11.34,0.13,5.94,ark therapeutics,64.0,1.59,838,pharmaceuticals & biotechnology,-711.5,190.54,-15.47,8.46,389.22,-74.5,2.17,2012
finland,-5.71,91.54,18.06,5.74,ponsse,994.0,5.07,839,industrial engineering,7.75,-14.95,24.41,8.39,2.67,-4.09,314.78,2012
sweden,-35.76,,,0.0,orc software,128.0,-20.5,840,software & computer services,8.02,-102.13,3.3,8.39,20.36,67.37,41.2,2012
uk,39.53,,,0.0,kpmg europe,32281.0,8.16,841,support services,17.37,-10.3,853.74,8.37,0.17,3.95,4913.77,2012
uk,74.39,-18.08,1.9,233.14,pursuit dynamics,73.0,8.96,842,industrial engineering,-2567.74,13.7,-20.94,8.36,1025.27,39.18,0.82,2012
germany,2.39,84.52,56.41,7.03,gerry weber international,4121.0,36.86,843,personal goods,14.38,14.88,115.39,8.28,1.03,14.17,802.29,2012
uk,17.41,,,0.0,broomco,379.0,-10.61,844,software & computer services,11.29,-22.32,6.05,8.18,15.26,-23.46,53.59,2012
uk,38.44,,,0.0,appsense,385.0,32.3,845,software & computer services,6.32,12.31,4.24,8.17,12.17,41.29,67.18,2012
luxembourg,39.6,41.72,79.73,7.64,l'occitane,7047.0,9.1,846,personal goods,15.17,3.95,158.28,8.15,0.78,14.22,1043.36,2012
belgium,21.16,,,0.0,arseus,2370.0,6.33,847,health care equipment & services,10.59,25.42,57.91,8.13,1.49,11.11,547.02,2012
finland,-15.63,34.02,32.7,4.37,fiskars,3449.0,-3.5,848,household goods & home construction,8.53,21.29,63.8,8.1,1.08,0.71,747.8,2012
germany,0.36,-12.69,16.43,5.05,shw,1022.0,-3.86,849,automobiles & parts,6.86,-6.11,22.32,8.03,2.47,-9.76,325.37,2012
germany,-6.05,,,0.0,fashion chemicals,731.0,2.67,850,chemicals,4.22,629.0,10.1,8.02,3.34,6.66,239.69,2012
uk,-12.46,-9.22,40.37,14.0,devro,2220.0,2.4,851,food producers,17.54,-6.42,50.57,8.02,2.78,5.86,288.32,2012
uk,,,,0.0,aesica holdco,1195.0,,852,pharmaceuticals & biotechnology,8.11,,19.85,8.01,3.27,,244.7,2012
finland,15.57,37.75,16.32,1.76,pkc,19305.0,-10.33,853,electronic & electrical equipment,4.64,25.1,43.1,8.0,0.86,68.7,928.18,2012
finland,45.45,,,,patria,3587.0,4.58,854,aerospace & defence,11.81,44.22,86.95,8.0,1.09,19.03,736.11,2012
germany,-20.0,,,0.0,franz haniel & cie,56480.0,-2.33,855,general retailers,7.36,186.83,1939.0,8.0,0.03,-3.71,26331.0,2012
finland,-21.23,,,0.0,aldata solution,526.0,-0.75,856,software & computer services,-9.12,-579.39,-6.26,8.0,11.66,-6.13,68.59,2012
sweden,-33.29,,,0.0,tobii technology,332.0,7.44,857,technology hardware & equipment,-14.33,-35.36,-6.17,7.97,18.51,10.82,43.05,2012
uk,47.73,,,0.0,acturis,171.0,20.42,858,software & computer services,41.51,20.59,12.14,7.93,27.09,24.5,29.25,2012
germany,3.4,,,0.0,cargobull leasing,763.0,4.23,859,industrial engineering,5.8,59.26,5.01,7.92,9.17,7.59,86.31,2012
uk,-6.31,,,0.0,displaylink,70.0,-16.67,860,support services,-22.76,-59.53,-3.11,7.91,57.94,51.34,13.65,2012
czech republic,-6.0,,,0.0,ceske drahy,10000.0,0.0,861,industrial transportation,-1.42,-153.76,-21.34,7.91,0.53,0.1,1499.15,2012
uk,-16.46,30.77,10.17,4.31,ricardo,1679.0,11.04,862,support services,9.27,-1.08,21.89,7.89,3.34,0.46,236.09,2012
germany,24.04,-16.47,3.63,3.86,analytik jena,827.0,3.12,863,health care equipment & services,6.48,21.73,6.1,7.87,8.37,8.91,94.0,2012
uk,-13.06,,,0.0,mtk wireless,51.0,-8.93,864,mobile telecommunications,6.54,-13.42,0.6,7.8,85.24,-13.42,9.15,2012
germany,-29.22,,,0.0,eyewear,3980.0,-2.57,865,equity investment instruments,8.99,-106.76,15.21,7.79,4.61,8.82,169.08,2012
sweden,7.0,,,0.0,vsm,96.0,-1.03,866,household goods & home construction,-3.87,3.51,-4.89,7.75,6.12,11.61,126.59,2012
uk,68.96,,,0.0,actix,226.0,33.73,867,software & computer services,6.48,37.54,2.62,7.71,19.06,28.45,40.43,2012
france,17.8,-5.36,0.11,1.09,global graphics,78.0,4.0,868,software & computer services,-3.28,96.91,-0.32,7.67,78.99,8.51,9.71,2012
uk,68.42,41.44,112.66,2.57,ds smith,19736.0,94.44,869,general industrials,3.44,178.41,151.17,7.65,0.17,86.32,4388.48,2012
germany,41.63,30.5,2.69,3.82,paragon,389.0,21.94,870,electronic & electrical equipment,11.04,-11.84,7.78,7.65,10.86,5.06,70.45,2012
uk,-4.12,,,0.0,kohler,1112.0,5.8,871,industrial engineering,5.6,-6.12,9.0,7.64,4.76,-2.23,160.72,2012
uk,118.5,,,0.0,imerys minerals,1158.0,2.48,872,mining,8.95,24.3,19.36,7.58,3.5,-23.28,216.41,2012
germany,6.93,,,0.0,alfmeier praezision aktien,1872.0,7.71,873,industrial engineering,1.82,-48.49,3.7,7.58,3.74,2.58,202.62,2012
uk,-10.13,,,0.0,patheon,537.0,-10.95,874,pharmaceuticals & biotechnology,-1.45,-104.66,-1.2,7.57,9.11,-9.19,83.1,2012
uk,14.55,,,,bakkavor,,,875,support services,,,11.48,7.53,,,,2012
italy,-50.44,-50.91,2.1,1.39,el en,812.0,-28.71,876,electronic & electrical equipment,6.24,42.21,9.44,7.53,4.98,-28.37,151.23,2012
uk,28.73,,,0.0,sanderson,146.0,-43.85,877,software & computer services,14.25,-8.67,2.28,7.53,47.08,-49.39,16.0,2012
germany,-31.65,,,0.0,odelo,267.0,0.38,878,electronic & electrical equipment,-39.96,14.79,-11.52,7.49,25.99,-16.89,28.82,2012
germany,9.44,,,0.0,prueftechnik,472.0,5.83,879,general industrials,17.78,18.38,11.64,7.46,11.4,12.93,65.44,2012
poland,11.92,-0.06,64.19,12.37,netia,,,880,fixed line telecommunications,-0.99,-106.93,-5.13,7.44,1.43,31.04,518.72,2012
uk,39.47,,,0.0,rocksteady studios,95.0,-1.04,881,media,30.31,8.97,4.02,7.43,55.99,-2.74,13.28,2012
germany,-5.13,314.86,6.65,3.32,kassbohrer gelaendefahrzeug,477.0,0.0,882,automobiles & parts,10.83,30.42,21.7,7.4,3.69,-0.34,200.41,2012
uk,42.19,-13.07,11.92,9.84,consort medical,1130.0,-2.84,883,health care equipment & services,16.48,-19.07,19.98,7.39,6.1,-28.08,121.23,2012
uk,36.86,,,0.0,compactgtl,44.0,76.0,884,"gas, water & multi-utilities",-25499.96,25.61,-18.3,7.39,10296.65,-50.41,0.07,2012
austria,1.14,13.27,2.11,9.11,fabasoft,204.0,0.49,885,software & computer services,1.14,-64.38,0.27,7.34,31.71,1.15,23.15,2012
italy,26.03,-0.86,7.22,0.96,engineering ingegneria informatica,6600.0,3.04,886,software & computer services,9.56,27.03,72.15,7.31,0.97,-0.48,754.47,2012
finland,0.0,,,0.0,veikkaus,,,887,travel & leisure,28.06,-2.33,498.36,7.3,0.41,-0.94,1775.81,2012
uk,44.76,82.08,2.26,1.93,abcam,405.0,36.36,888,pharmaceuticals & biotechnology,35.12,11.12,41.09,7.3,6.23,17.49,117.02,2012
germany,-11.23,4.02,0.91,1.75,intershop communications,530.0,12.77,889,software & computer services,-1.38,-124.83,-0.72,7.28,14.06,5.31,51.77,2012
germany,-47.45,-70.24,0.05,1.15,4sc,86.0,-10.42,890,pharmaceuticals & biotechnology,-307.28,-28.71,-13.38,7.26,166.85,458.08,4.35,2012
germany,11.54,27.24,0.71,1.39,usu software,362.0,14.56,891,software & computer services,9.11,-24.73,4.67,7.24,14.13,12.35,51.23,2012
finland,-3.02,-59.7,1.75,2.24,efore,804.0,-11.36,892,electronic & electrical equipment,-2.9,-151.22,-2.27,7.23,9.26,-11.31,78.12,2012
germany,394.52,152.48,3.41,4.18,mobotix,373.0,15.48,893,electronic & electrical equipment,23.83,701.65,19.45,7.23,8.85,437.82,81.62,2012
sweden,-19.48,-16.81,1.69,1.49,cision,1169.0,-6.26,894,software & computer services,8.36,-29.21,9.5,7.22,6.35,1.84,113.72,2012
uk,-17.62,74.48,0.5,1.87,sagentia,156.0,1.3,895,support services,15.41,-15.53,4.1,7.22,27.1,-5.52,26.63,2012
belgium,39.71,,,0.0,gimco,,,896,construction & materials,12.37,-62.26,0.08,7.21,1098.8,3.2,0.66,2012
uk,-9.43,,,0.0,kewill,641.0,-4.9,897,software & computer services,-1.39,-124.29,-0.99,7.21,10.16,-1.25,70.9,2012
uk,-40.0,42.86,59.8,2.28,itv,4059.0,2.55,898,media,20.95,14.14,550.16,7.18,0.27,2.62,2626.41,2012
uk,,,,0.0,cc 1,1012.0,,899,health care equipment & services,8.81,,23.27,7.11,2.69,,264.2,2012
germany,6.87,-46.28,0.36,1.09,atoss software,276.0,2.6,900,software & computer services,23.16,4.53,7.64,7.11,21.54,4.53,33.01,2012
germany,7.67,,,0.0,dornier medtech,431.0,0.0,901,support services,8.23,-22.61,7.23,7.11,8.09,-0.19,87.85,2012
germany,-34.86,,,0.0,gothaer,,-100.0,902,life insurance,-27.13,65.67,-946.0,7.1,0.2,4.92,3487.2,2012
france,19.6,-4.24,268.96,11.73,vicat,7685.0,4.03,903,construction & materials,10.98,-18.07,251.74,7.04,0.31,1.18,2292.22,2012
the netherlands,16.67,68.27,175.0,4.05,postnl,66411.0,1.38,904,industrial transportation,19.97,-453.28,862.0,7.0,0.16,0.79,4317.0,2012
the netherlands,-30.0,,,0.0,abn amro,23059.0,,905,banks,15.8,69.26,1151.0,7.0,0.1,-5.03,7284.0,2012
uk,19.31,,,0.0,infor,88.0,10.0,906,software & computer services,39.76,1.0,8.31,7.0,33.48,10.06,20.9,2012
austria,13.55,78.38,79.2,9.73,amag austria metall,1490.0,4.78,907,industrial metals & mining,10.19,-20.21,83.0,7.0,0.86,0.13,814.19,2012
france,7.71,-41.61,0.09,1.99,exonhit therapeutics,47.0,-6.0,908,pharmaceuticals & biotechnology,-149.6,-23.78,-6.55,6.98,159.61,-12.11,4.38,2012
uk,-1.08,-58.75,7.5,5.12,optos,426.0,17.03,909,health care equipment & services,12.53,2.98,18.34,6.97,4.76,34.82,146.43,2012
germany,6.35,23.69,6.52,7.43,hypoport,546.0,11.66,910,financial services,3.64,-45.95,3.2,6.95,7.92,3.99,87.75,2012
austria,11.28,-11.27,0.31,0.93,update software,323.0,8.75,911,software & computer services,-2.37,-900.0,-0.78,6.95,21.03,4.13,33.02,2012
spain,-3.57,-20.83,738.21,42.06,red electrica de espa�a,1701.0,-4.22,912,electricity,50.91,7.34,893.65,6.94,0.4,7.2,1755.26,2012
germany,0.89,-87.42,0.04,3.95,epigenomics,39.0,-36.07,913,pharmaceuticals & biotechnology,-1174.78,-19.18,-12.21,6.94,667.76,-27.7,1.04,2012
uk,-24.68,38.25,35.88,1.41,mitie,72401.0,13.89,914,support services,3.16,-34.09,80.25,6.94,0.27,5.89,2536.11,2012
france,-28.33,,,0.0,infovista,221.0,-3.07,915,software & computer services,9.07,78.89,4.16,6.92,15.09,6.67,45.87,2012
finland,1.47,20.48,10.0,1.71,raisio,1587.0,9.15,916,food producers,5.44,3.58,31.8,6.9,1.18,5.7,584.1,2012
france,-10.39,-5.48,170.9,6.52,jc decaux,10484.0,1.75,917,media,10.39,-17.62,272.6,6.9,0.26,6.49,2622.8,2012
france,5.45,-20.89,1.86,7.1,cast,236.0,8.26,918,software & computer services,-13.52,-207.86,-3.54,6.89,26.32,-22.37,26.19,2012
sweden,-19.18,-6.07,104.64,3.31,ratos,17111.0,-9.2,919,financial services,5.96,-3.18,188.18,6.87,0.22,-8.66,3157.76,2012
uk,-8.18,28.52,1.97,0.39,dechra pharmaceuticals,1042.0,3.68,920,pharmaceuticals & biotechnology,4.9,-3.81,24.99,6.86,1.35,9.46,509.54,2012
italy,16.85,-34.28,9.34,2.43,elica,3033.0,2.26,921,household goods & home construction,3.81,-30.81,14.68,6.81,1.77,1.71,384.89,2012
germany,-37.87,-5.46,21.27,0.69,freenet,3886.0,-4.21,922,software & computer services,6.58,21.21,203.39,6.81,0.22,-4.0,3089.03,2012
uk,-0.23,,0.75,1.93,microgen,256.0,-4.48,923,software & computer services,24.0,-18.55,9.28,6.8,17.59,-16.65,38.65,2012
denmark,-69.72,,,0.0,symphogen,92.0,9.52,924,pharmaceuticals & biotechnology,-68.63,-38.57,-16.55,6.8,28.19,1881.36,24.11,2012
germany,-18.65,,,0.0,dematic,375.0,3.02,925,industrial engineering,-14.45,311.68,-8.26,6.78,11.86,-19.59,57.15,2012
austria,-5.39,-29.1,5.86,3.75,wolford,1606.0,-1.47,926,personal goods,-0.41,-109.83,-0.64,6.74,4.31,1.56,156.47,2012
uk,24.84,11.18,6.41,3.95,games workshop,1875.0,-4.43,927,leisure goods,15.67,11.04,25.42,6.72,4.14,0.8,162.2,2012
germany,38.38,,,0.0,l&o sig sauer verwaltungs,686.0,10.29,928,support services,7.72,136.03,12.41,6.68,4.16,22.56,160.71,2012
uk,3.71,,,0.0,advanced business software and solutions,373.0,0.81,929,software & computer services,15.6,222.94,10.78,6.68,9.67,14.76,69.09,2012
austria,-4.96,,,0.0,uniqa,,-100.0,930,nonlife insurance,-11.31,9.47,-525.78,6.67,0.14,-1.12,4650.65,2012
germany,-0.04,-33.5,0.27,7.98,medigene,53.0,1.92,931,pharmaceuticals & biotechnology,-420.21,-311.26,-14.22,6.67,197.04,-89.58,3.38,2012
france,45.68,-62.99,14.51,2.56,boiron,3924.0,-2.75,932,pharmaceuticals & biotechnology,14.12,16.51,79.97,6.64,1.17,8.23,566.29,2012
germany,5.67,,,0.0,tfl,953.0,2.69,933,support services,3.45,-48.13,8.54,6.64,2.68,-1.41,247.41,2012
france,34.18,312.71,0.75,18.7,adocia,71.0,26.79,934,pharmaceuticals & biotechnology,-149.91,-0.12,-5.99,6.62,165.68,157.58,4.0,2012
germany,-51.11,7.94,480.1,2.62,tui,73812.0,0.14,935,travel & leisure,2.93,17.59,537.4,6.6,0.04,4.86,18330.3,2012
germany,26.92,42.05,12.69,6.12,uzin utz,954.0,4.38,936,chemicals,7.02,7.53,14.54,6.6,3.18,4.06,207.26,2012
germany,21.03,36.88,113.47,9.31,gerresheimer,10952.0,7.25,937,general industrials,10.46,16.74,127.56,6.53,0.54,11.36,1219.07,2012
sweden,14.29,70.59,20.27,2.17,hexpol,3112.0,2.33,938,chemicals,13.35,19.44,124.56,6.53,0.7,11.25,933.0,2012
uk,25.37,,,0.0,systagenix wound management manufacturing,385.0,1.05,939,support services,5.38,19.3,2.94,6.5,11.88,5.07,54.65,2012
germany,-7.4,,,0.0,metrawatt,545.0,2.44,940,industrial engineering,11.95,-7.07,10.34,6.49,7.49,-0.02,86.54,2012
uk,73.2,,,0.0,alfresco,134.0,48.89,941,software & computer services,-11.31,98.12,-3.28,6.43,22.15,29.18,29.03,2012
belgium,24.53,,,0.0,cockerill maintenance & ingenierie,,,942,construction & materials,4.05,59.77,32.13,6.43,0.81,11.56,792.79,2012
the netherlands,-45.3,-16.59,56.8,1.05,royal imtech,29473.0,7.52,943,construction & materials,-2.74,-176.02,-148.4,6.4,0.12,7.25,5414.3,2012
germany,16.64,2.2,2.28,1.92,cenit systemhaus,675.0,2.74,944,software & computer services,6.61,25.12,7.86,6.39,5.38,10.21,118.85,2012
uk,18.53,23.87,15.03,2.46,rotork,2581.0,17.75,945,industrial engineering,24.16,10.49,147.85,6.37,1.04,14.27,612.05,2012
germany,-44.85,-33.56,7.07,6.15,lpkf laser & electronics,690.0,14.62,946,electronic & electrical equipment,18.06,39.68,20.78,6.37,5.53,26.31,115.08,2012
germany,2.19,,,0.0,tuev sud,17227.0,7.55,947,industrial engineering,8.45,-3.98,153.76,6.35,0.35,8.52,1820.6,2012
germany,24.14,,,0.0,wom world of medicine,272.0,12.86,948,health care equipment & services,10.85,26.01,5.63,6.29,12.13,22.69,51.85,2012
germany,5.88,,,0.0,spheros management,681.0,9.84,949,industrial engineering,8.89,54.29,16.43,6.27,3.39,11.2,184.9,2012
sweden,15.47,,,0.0,fairford europe,1796.0,11.07,950,support services,3.46,43.69,14.18,6.22,1.52,10.32,410.02,2012
france,-30.95,476.92,0.38,4.93,nicox,21.0,-61.11,951,pharmaceuticals & biotechnology,-114.88,-50.39,-8.75,6.2,81.49,,7.61,2012
slovenia,-21.24,-0.43,11.12,3.29,helios,2433.0,12.85,952,construction & materials,3.7,52.65,12.51,6.19,1.83,0.12,337.93,2012
uk,13.2,,,0.0,openwave systems,136.0,-0.73,953,technology hardware & equipment,3.68,-32.96,0.5,6.18,45.37,-9.72,13.63,2012
uk,-43.98,,,0.0,iti scotland,,,954,support services,-2.47,53.63,-0.01,6.16,2218.46,47.23,0.28,2012
denmark,-14.33,-84.93,0.05,14.36,topotarget,23.0,-45.24,955,pharmaceuticals & biotechnology,-3349.06,126.9,-10.74,6.11,1903.67,-96.35,0.32,2012
uk,39.53,,,0.0,sunseeker international,2170.0,-3.6,956,support services,7.7,-2417.08,26.6,6.1,1.77,4.61,345.43,2012
belgium,4.53,7.54,23.43,4.21,deceuninck,,-100.0,957,construction & materials,4.25,7.09,23.67,6.04,1.09,3.88,556.91,2012
uk,7.74,,,0.0,innovia group,1390.0,1.24,958,chemicals,6.73,-45.64,27.01,6.04,1.51,-2.02,401.44,2012
sweden,-12.35,49.08,11.29,1.85,gunnebo,5563.0,-0.36,959,general industrials,3.33,-45.28,20.32,6.04,0.99,1.93,610.13,2012
belgium,1.69,-100.0,,0.0,jensen,1160.0,-0.6,960,industrial engineering,7.75,102.01,17.81,6.0,2.61,6.34,229.87,2012
uk,12.41,,,0.0,iris software,991.0,,961,software & computer services,14.62,,17.6,5.99,4.98,,120.4,2012
uk,-16.67,,,0.0,pricewaterhousecoopers,17617.0,3.15,962,support services,27.93,7.33,875.47,5.98,0.19,6.5,3134.71,2012
uk,-72.22,-7.51,191.36,2.13,g4s,648254.0,1.3,963,support services,4.07,-7.85,364.78,5.98,0.07,-0.28,8971.18,2012
uk,-2.61,,,0.0,dialight,1626.0,42.76,964,electronic & electrical equipment,14.71,27.26,22.81,5.98,3.85,14.24,155.1,2012
poland,-2.41,-8.71,16.59,7.67,comarch,3660.0,,965,software & computer services,3.56,-18.87,7.69,5.94,2.75,12.5,216.13,2012
uk,-9.47,-27.39,0.45,0.66,vislink,251.0,-14.04,966,technology hardware & equipment,4.49,-170.43,3.07,5.89,8.61,13.69,68.41,2012
france,2.48,43.79,15.32,2.12,constructions industrielles de la mediterranee,,,967,industrial engineering,4.84,40.7,34.94,5.86,0.81,8.59,722.05,2012
luxembourg,-17.51,,,,united biscuits,,,968,food producers,,,,5.86,,,,2012
uk,-4.75,,,0.0,langley,2264.0,1.75,969,industrial engineering,20.66,54.0,112.51,5.84,1.07,8.73,544.6,2012
france,47.95,22.64,5.87,9.31,store electronic systems,139.0,15.83,970,electronic & electrical equipment,10.04,-52.0,6.32,5.82,9.24,6.83,62.98,2012
germany,18.44,,,0.0,rmd holding,477.0,19.85,971,support services,20.89,7.76,16.85,5.82,7.21,14.14,80.67,2012
uk,-21.39,,,0.0,proximagen,42.0,10.53,972,pharmaceuticals & biotechnology,-3298.66,-7.88,-8.84,5.78,2156.25,-78.19,0.27,2012
uk,26.28,,,0.0,multiple sclerosis,407.0,,973,health care equipment & services,-13.21,,-4.57,5.75,16.62,,34.59,2012
france,45.47,,,0.0,mgi,79.0,,974,electronic & electrical equipment,21.88,33.75,5.94,5.74,21.17,20.92,27.13,2012
uk,-9.43,-12.21,22.37,3.92,tt electronics,5464.0,-12.08,975,electronic & electrical equipment,5.45,-23.98,31.1,5.74,1.01,-19.35,570.37,2012
uk,,,,0.0,sabic uk petrochemicals,700.0,-0.85,976,chemicals,9.91,21.76,38.15,5.74,1.49,7.19,385.11,2012
uk,-42.63,,,0.0,temenos,291.0,-11.82,977,software & computer services,-5.6,-71.1,-1.77,5.73,18.13,-19.35,31.6,2012
germany,37.53,-100.0,,0.0,hoft & wessel,514.0,2.8,978,electronic & electrical equipment,-11.94,-357.86,-10.56,5.73,6.48,-7.47,88.43,2012
france,-3.39,-71.74,0.23,1.06,itesoft,179.0,-2.19,979,software & computer services,3.01,33.27,0.65,5.7,26.31,-0.29,21.66,2012
germany,3.75,444.44,0.1,163.33,mologen,53.0,1.92,980,pharmaceuticals & biotechnology,-13153.33,3.92,-7.89,5.64,9401.67,-56.2,0.06,2012
france,5.66,3.96,0.21,0.9,ige+xao,352.0,8.64,981,software & computer services,23.99,7.1,5.61,5.6,23.95,4.76,23.39,2012
austria,-16.19,,,0.0,waagner biro,1149.0,-10.44,982,construction & materials,-5.85,-203.19,-10.04,5.59,3.26,-0.13,171.75,2012
uk,-0.42,,,0.0,ttp,312.0,-0.95,983,software & computer services,0.73,-87.64,0.34,5.59,11.99,-0.13,46.58,2012
sweden,-14.14,,,0.0,albireo,8.0,33.33,984,pharmaceuticals & biotechnology,86.27,-669.68,40.69,5.57,11.81,,47.16,2012
uk,5.16,,,0.0,codemasters software,667.0,-9.25,985,software & computer services,-19.12,3133.73,-13.07,5.55,8.12,-47.83,68.36,2012
uk,,,,0.0,ingleby 1863,345.0,,986,software & computer services,8.51,,4.2,5.53,11.21,,49.37,2012
sweden,0.18,2.25,1.75,3.72,vitrolife,215.0,1.9,987,health care equipment & services,15.53,53.41,7.31,5.51,11.69,13.51,47.1,2012
uk,-30.03,-73.95,0.16,3.52,lombard medical technologies,97.0,10.23,988,health care equipment & services,-211.08,-27.79,-9.82,5.5,118.23,-3.07,4.65,2012
sweden,-25.4,,,0.0,stena,10565.0,3.15,989,travel & leisure,12.28,-26.54,391.87,5.48,0.17,-2.07,3191.32,2012
uk,-7.69,70.22,29.03,5.06,elementis,1323.0,-0.53,990,chemicals,18.85,-13.78,108.16,5.46,0.95,-0.46,573.75,2012
sweden,5.92,,,0.0,recipharm ab,1507.0,-10.88,991,support services,9.11,86.66,22.01,5.42,2.24,-3.18,241.55,2012
france,-27.03,-49.06,51.4,1.96,television francaise 1,3990.0,-3.2,992,media,14.31,-11.72,375.1,5.4,0.21,0.03,2620.6,2012
uk,11.85,,,0.0,monier technical centre,53.0,1.92,993,industrial engineering,-9.44,-184.92,-0.79,5.39,64.55,2.11,8.35,2012
denmark,5.76,,,0.0,terma,1080.0,-9.62,994,electronic & electrical equipment,6.41,-30.95,9.78,5.33,3.49,-14.83,152.63,2012
uk,-6.15,75.42,1.0,959.77,itm power,65.0,-1.52,995,electricity,-7299.99,-2.49,-7.6,5.33,5118.38,-81.87,0.1,2012
sweden,-9.48,,,0.0,powercell,18.0,-25.0,996,industrial engineering,-5001.3,1.71,-4.9,5.32,5435.35,1614.17,0.1,2012
france,19.99,76.33,3.11,6.7,microwave,307.0,14.98,997,electronic & electrical equipment,8.14,19.52,3.77,5.31,11.45,5.25,46.36,2012
uk,-47.62,-38.5,16.62,4.63,fiberweb,1290.0,-32.46,998,support services,2.57,-9.41,9.21,5.26,1.47,0.77,358.92,2012
sweden,5.13,53.12,0.57,0.52,consilium,414.0,2.22,999,electronic & electrical equipment,4.28,-25.87,4.74,5.26,4.75,-2.85,110.71,2012
the netherlands,74.8,,,0.0,smartrac,3635.0,-1.12,1000,electronic & electrical equipment,5.29,-141.69,13.51,5.22,2.04,52.46,255.53,2012
germany,23.42,8.5,11385.0,5.78,volkswagen,572.8,9.05,1,automobiles & parts,5.84,-8.18,11500.0,11743.0,5.96,2.25,197007.0,2013
germany,-4.61,3.07,4975.0,4.22,daimler,274.62,-0.17,2,automobiles & parts,9.49,21.39,11201.0,5379.0,4.56,3.22,117982.0,2013
germany,21.26,27.37,6669.0,8.77,bmw,110.35,4.23,3,automobiles & parts,10.77,-4.79,8195.0,4792.0,6.3,-1.03,76058.0,2013
france,-3.1,-13.28,1398.0,4.24,sanofi-aventis,112.13,0.14,4,pharmaceuticals & biotechnology,14.54,-27.66,4792.0,4757.0,14.44,-5.71,32951.0,2013
